date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:16:52	2933/2933	---M--	200	added ('OK')	image/png	etag:%22609e5e9c-b75%22	https://visualgo.net/img/goToEnd.png	C:/My%20Web%20Sites/end/visualgo.net/img/goToEnd.png	(from https://visualgo.net/en/dfsbfs)
22:16:52	237930/237930	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:53%20GMT	https://visualgo.net/en/heap	C:/My%20Web%20Sites/end/visualgo.net/en/heap.html	(from https://visualgo.net/en/dfsbfs)
22:16:52	388320/388320	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:53%20GMT	https://visualgo.net/en/bst	C:/My%20Web%20Sites/end/visualgo.net/en/bst.html	(from https://visualgo.net/en/dfsbfs)
22:16:52	34783/34783	---M--	200	added ('OK')	image/jpeg	etag:%22609e5e9f-87df%22	https://visualgo.net/img/ripple.jpg	C:/My%20Web%20Sites/end/visualgo.net/img/ripple.jpg	(from https://visualgo.net/en/dfsbfs)
22:16:53	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:53%20GMT	https://visualgo.net/en/list?mode=Queue	C:/My%20Web%20Sites/end/visualgo.net/en/listc97b.html	(from https://visualgo.net/en/dfsbfs)
22:16:53	259648/259648	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:54%20GMT	https://visualgo.net/en/sssp	C:/My%20Web%20Sites/end/visualgo.net/en/sssp.html	(from https://visualgo.net/en/dfsbfs)
22:16:53	226499/226499	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:54%20GMT	https://visualgo.net/en/graphds	C:/My%20Web%20Sites/end/visualgo.net/en/graphds.html	(from https://visualgo.net/en/dfsbfs)
22:16:54	173153/173153	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:54%20GMT	https://visualgo.net/en/recursion	C:/My%20Web%20Sites/end/visualgo.net/en/recursion.html	(from https://visualgo.net/en/dfsbfs)
22:16:54	282656/282656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:54%20GMT	https://visualgo.net/en/matching	C:/My%20Web%20Sites/end/visualgo.net/en/matching.html	(from https://visualgo.net/en/dfsbfs)
22:16:54	87462/87462	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-155a6%22	https://code.jquery.com/jquery-3.7.0.min.js	C:/My%20Web%20Sites/end/code.jquery.com/jquery-3.7.0.min.js	(from https://visualgo.net/en/dfsbfs)
22:16:54	312101/312101	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:55%20GMT	https://visualgo.net/en/dfsbfs/?slide=5-4	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/indexbf39.html	(from https://visualgo.net/en/dfsbfs)
22:16:54	78743/78743	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213397-kBFpUnUH/55mLPZNjjYfNZMIlw0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/end/cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.bundle.min.js	(from https://visualgo.net/en/dfsbfs)
22:16:54	312101/312101	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:16:55%20GMT	https://visualgo.net/en/dfsbfs/?slide=7-7	C:/My%20Web%20Sites/end/visualgo.net/en/dfsbfs/indexaaed.html	(from https://visualgo.net/en/dfsbfs)
22:16:55	1962/1962	---MCZ	200	added ('OK')	application/javascript	etag:%227aa-8+4YHBJd59EZEqH6+PGBZLgrHac%22	https://unpkg.com/d3-force-boundary@0.0.1/dist/d3-force-boundary.min.js	C:/My%20Web%20Sites/end/unpkg.com/d3-force-boundary@0.0.1/dist/d3-force-boundary.min.js	(from https://visualgo.net/en/dfsbfs)
22:16:55	253668/253668	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb8-3dee4%22	https://visualgo.net/js/jquery-ui.min.js	C:/My%20Web%20Sites/end/visualgo.net/js/jquery-ui.min.js	(from https://visualgo.net/en/dfsbfs)
22:16:55	151732/151732	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb7-250b4%22	https://visualgo.net/js/d3.min.js	C:/My%20Web%20Sites/end/visualgo.net/js/d3.min.js	(from https://visualgo.net/en/dfsbfs)
22:16:55	11301/11301	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264477beb-474d%22	https://visualgo.net/js/viz-1.0.10.js	C:/My%20Web%20Sites/end/visualgo.net/js/viz-1.0.10.js	(from https://visualgo.net/en/dfsbfs)
22:16:56	2102/2102	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb8-b1e%22	https://visualgo.net/js/graph_library/constant.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/constant.js	(from https://visualgo.net/en/dfsbfs)
22:16:56	24073/24073	---MCZ	200	added ('OK')	application/javascript	etag:W/%22643c968f-7cec%22	https://visualgo.net/js/graph_library/drawgraph.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/drawgraph.js	(from https://visualgo.net/en/dfsbfs)
22:16:56	11606/11606	---MCZ	200	added ('OK')	application/javascript	etag:W/%22643c968f-42b1%22	https://visualgo.net/js/graph_library/GraphEdgeWidget.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/GraphEdgeWidget.js	(from https://visualgo.net/en/dfsbfs)
22:16:56	2180/2180	---MCZ	200	added ('OK')	application/javascript	etag:W/%22643c968f-c88%22	https://visualgo.net/js/graph_library/GraphPolygonWidget.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/GraphPolygonWidget.js	(from https://visualgo.net/en/dfsbfs)
22:16:56	15469/15469	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265090b81-5049%22	https://visualgo.net/js/graph_library/GraphVertexWidget.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/GraphVertexWidget.js	(from https://visualgo.net/en/dfsbfs)
22:16:57	15574/15574	---MCZ	200	added ('OK')	application/javascript	etag:W/%226500337b-61f4%22	https://visualgo.net/js/graph_library/GraphWidget.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/GraphWidget.js	(from https://visualgo.net/en/dfsbfs)
22:16:57	60023/60023	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265375975-17b79%22	https://visualgo.net/js/graph_library/helperObjects.js?refresh22aug9pm	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/helperObjects89db.js	(from https://visualgo.net/en/dfsbfs)
22:16:57	261/261	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609e5eb8-18b%22	https://visualgo.net/js/graph_library/misc.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/misc.js	(from https://visualgo.net/en/dfsbfs)
22:16:57	17394/17394	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642a9376-65f6%22	https://visualgo.net/js/graph_library/properties.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/properties.js	(from https://visualgo.net/en/dfsbfs)
22:16:58	256/256	---MCZ	200	added ('OK')	application/javascript	etag:W/%22642a9376-1e6%22	https://visualgo.net/js/graph_library/Widget.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/Widget.js	(from https://visualgo.net/en/dfsbfs)
22:16:58	17068/17068	---MCZ	200	added ('OK')	application/javascript	etag:W/%22643c968f-6624%22	https://visualgo.net/js/graph_library/force_directed_library.js	C:/My%20Web%20Sites/end/visualgo.net/js/graph_library/force_directed_library.js	(from https://visualgo.net/en/dfsbfs)
22:16:58	2610/2610	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Dec%202023%2015:16:59%20GMT	https://visualgo.net/en/url	C:/My%20Web%20Sites/end/visualgo.net/en/url	(from https://visualgo.net/en/dfsbfs)
22:16:58	17790/17790	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22609e5eb3-457e%22	https://visualgo.net/fonts/silkscreen/slkscr-webfont.eot	C:/My%20Web%20Sites/end/visualgo.net/fonts/silkscreen/slkscr-webfont.eot	(from https://visualgo.net/fonts/silkscreen/stylesheet.css)
22:16:59	17790/17790	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22609e5eb3-457e%22	https://visualgo.net/fonts/silkscreen/slkscr-webfont.eot?	C:/My%20Web%20Sites/end/visualgo.net/fonts/silkscreen/slkscr-webfontd41d.eot	(from https://visualgo.net/fonts/silkscreen/stylesheet.css)
22:16:59	6120/6120	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22609e5eb3-17e8%22	https://visualgo.net/fonts/silkscreen/slkscr-webfont.woff	C:/My%20Web%20Sites/end/visualgo.net/fonts/silkscreen/slkscr-webfont.woff	(from https://visualgo.net/fonts/silkscreen/stylesheet.css)
22:16:59	17568/17568	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eb3-44a0%22	https://visualgo.net/fonts/silkscreen/slkscr-webfont.ttf	C:/My%20Web%20Sites/end/visualgo.net/fonts/silkscreen/slkscr-webfont.ttf	(from https://visualgo.net/fonts/silkscreen/stylesheet.css)
22:16:59	16166/16166	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22609e5eb3-3f26%22	https://visualgo.net/fonts/silkscreen/slkscr-webfont.svg	C:/My%20Web%20Sites/end/visualgo.net/fonts/silkscreen/slkscr-webfont.svg	(from https://visualgo.net/fonts/silkscreen/stylesheet.css)
22:17:00	93240/93240	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eb0-16c38%22	https://visualgo.net/css/ucVW2l9YCcVE52VxGq2zIw.woff2	C:/My%20Web%20Sites/end/visualgo.net/css/ucVW2l9YCcVE52VxGq2zIw.woff2	(from https://visualgo.net/css/common-1.0.2.css)
22:17:00	65848/65848	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eae-10138%22	https://visualgo.net/css/fTLR1wW5qq9Ui3F-pB4hXQ.woff2	C:/My%20Web%20Sites/end/visualgo.net/css/fTLR1wW5qq9Ui3F-pB4hXQ.woff2	(from https://visualgo.net/css/common-1.0.2.css)
22:17:00	60784/60784	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eae-ed70%22	https://visualgo.net/css/7nBxcqTeiPvFX1XVBk6VGw.woff2	C:/My%20Web%20Sites/end/visualgo.net/css/7nBxcqTeiPvFX1XVBk6VGw.woff2	(from https://visualgo.net/css/common-1.0.2.css)
22:17:00	47216/47216	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eae-b870%22	https://visualgo.net/css/ATKpv8nLYAKUYexo8iqqrg.woff2	C:/My%20Web%20Sites/end/visualgo.net/css/ATKpv8nLYAKUYexo8iqqrg.woff2	(from https://visualgo.net/css/common-1.0.2.css)
22:17:00	95840/95840	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eaf-17660%22	https://visualgo.net/css/kTYfCWJhlldPf5LnG4ZnHPk_vArhqVIZ0nv9q090hN8.woff2	C:/My%20Web%20Sites/end/visualgo.net/css/kTYfCWJhlldPf5LnG4ZnHPk_vArhqVIZ0nv9q090hN8.woff2	(from https://visualgo.net/css/common-1.0.2.css)
22:17:01	71104/71104	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eae-115c0%22	https://visualgo.net/css/g46X4VH_KHOWAAa-HpnGPvk_vArhqVIZ0nv9q090hN8.woff2	C:/My%20Web%20Sites/end/visualgo.net/css/g46X4VH_KHOWAAa-HpnGPvk_vArhqVIZ0nv9q090hN8.woff2	(from https://visualgo.net/css/common-1.0.2.css)
22:17:01	66532/66532	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eae-103e4%22	https://visualgo.net/css/hpORcvLZtemlH8gI-1S-7vk_vArhqVIZ0nv9q090hN8.woff2	C:/My%20Web%20Sites/end/visualgo.net/css/hpORcvLZtemlH8gI-1S-7vk_vArhqVIZ0nv9q090hN8.woff2	(from https://visualgo.net/css/common-1.0.2.css)
22:17:01	50664/50664	---M--	200	added ('OK')	application/octet-stream	etag:%22609e5eae-c5e8%22	https://visualgo.net/css/0XxGQsSc1g4rdRdjJKZrNPk_vArhqVIZ0nv9q090hN8.woff2	C:/My%20Web%20Sites/end/visualgo.net/css/0XxGQsSc1g4rdRdjJKZrNPk_vArhqVIZ0nv9q090hN8.woff2	(from https://visualgo.net/css/common-1.0.2.css)
22:17:01	13272/13272	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-33d8%22	https://visualgo.net/img/png/heap.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/heap.png	(from https://visualgo.net/en/heap)
22:17:02	237930/237930	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:02%20GMT	https://visualgo.net/en/heap?slide=9-1	C:/My%20Web%20Sites/end/visualgo.net/en/heapf3ec.html	(from https://visualgo.net/en/heap)
22:17:02	2126353/2126353	---M--	200	added ('OK')	image/png	etag:%2265001ea2-207211%22	https://visualgo.net/img/Airplane_1.png	C:/My%20Web%20Sites/end/visualgo.net/img/Airplane_1.png	(from https://visualgo.net/en/heap)
22:17:02	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:03%20GMT	https://visualgo.net/en/list	C:/My%20Web%20Sites/end/visualgo.net/en/list.html	(from https://visualgo.net/en/heap)
22:17:03	112965/112965	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:03%20GMT	https://visualgo.net/en/bitmask	C:/My%20Web%20Sites/end/visualgo.net/en/bitmask.html	(from https://visualgo.net/en/heap)
22:17:03	237930/237930	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:03%20GMT	https://visualgo.net/en/heap?slide=2-2	C:/My%20Web%20Sites/end/visualgo.net/en/heapec4c.html	(from https://visualgo.net/en/heap)
22:17:03	61802/61802	---M--	200	added ('OK')	image/png	etag:%22609e5e9b-f16a%22	https://visualgo.net/img/createheapanalysis.png	C:/My%20Web%20Sites/end/visualgo.net/img/createheapanalysis.png	(from https://visualgo.net/en/heap)
22:17:03	177206/177206	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:04%20GMT	https://visualgo.net/en/mst	C:/My%20Web%20Sites/end/visualgo.net/en/mst.html	(from https://visualgo.net/en/heap)
22:17:04	259648/259648	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:04%20GMT	https://visualgo.net/en/sssp?slide=7-3	C:/My%20Web%20Sites/end/visualgo.net/en/sssp5a78.html	(from https://visualgo.net/en/heap)
22:17:04	8698/8698	---M--	200	added ('OK')	image/png	etag:%22651bc2c8-21fa%22	https://visualgo.net/img/png/bst.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/bst.png	(from https://visualgo.net/en/bst)
22:17:04	388320/388320	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:05%20GMT	https://visualgo.net/en/bst?mode=AVL	C:/My%20Web%20Sites/end/visualgo.net/en/bstb4ef.html	(from https://visualgo.net/en/bst)
22:17:04	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:05%20GMT	https://visualgo.net/en/hashtable?slide=2-1	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable7d9a.html	(from https://visualgo.net/en/bst)
22:17:04	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:05%20GMT	https://visualgo.net/en/hashtable?slide=11-4	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable7d66.html	(from https://visualgo.net/en/bst)
22:17:05	388320/388320	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:05%20GMT	https://visualgo.net/en/bst?slide=5-1	C:/My%20Web%20Sites/end/visualgo.net/en/bst787b.html	(from https://visualgo.net/en/bst)
22:17:05	303782/303782	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:05%20GMT	https://visualgo.net/en/hashtable	C:/My%20Web%20Sites/end/visualgo.net/en/hashtable.html	(from https://visualgo.net/en/bst)
22:17:05	388320/388320	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:06%20GMT	https://visualgo.net/en/bst?slide=3-5	C:/My%20Web%20Sites/end/visualgo.net/en/bste090.html	(from https://visualgo.net/en/bst)
22:17:05	371550/371550	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:06%20GMT	https://visualgo.net/en/sorting	C:/My%20Web%20Sites/end/visualgo.net/en/sorting.html	(from https://visualgo.net/en/bst)
22:17:06	388320/388320	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:06%20GMT	https://visualgo.net/en/bst?slide=12-1	C:/My%20Web%20Sites/end/visualgo.net/en/bstb2fa.html	(from https://visualgo.net/en/bst)
22:17:06	6658/6658	---M--	200	added ('OK')	image/png	etag:%22609e5e9a-1a02%22	https://visualgo.net/img/bst_min_avl1.png	C:/My%20Web%20Sites/end/visualgo.net/img/bst_min_avl1.png	(from https://visualgo.net/en/bst)
22:17:06	15999/15999	---M--	200	added ('OK')	image/png	etag:%22609e5e9a-3e7f%22	https://visualgo.net/img/bst_min_avl2.png	C:/My%20Web%20Sites/end/visualgo.net/img/bst_min_avl2.png	(from https://visualgo.net/en/bst)
22:17:06	7009/7009	---M--	200	added ('OK')	image/png	etag:%22609e5e9a-1b61%22	https://visualgo.net/img/bst_min_avl3.png	C:/My%20Web%20Sites/end/visualgo.net/img/bst_min_avl3.png	(from https://visualgo.net/en/bst)
22:17:06	94294/94294	---M--	200	added ('OK')	image/png	etag:%22651156a1-17056%22	https://visualgo.net/img/tree_rotation.png	C:/My%20Web%20Sites/end/visualgo.net/img/tree_rotation.png	(from https://visualgo.net/en/bst)
22:17:07	246519/246519	---M--	200	added ('OK')	image/png	etag:%2265113fc0-3c2f7%22	https://visualgo.net/img/four_cases.png	C:/My%20Web%20Sites/end/visualgo.net/img/four_cases.png	(from https://visualgo.net/en/bst)
22:17:07	5505/5505	---M--	200	added ('OK')	image/png	etag:%22609e5e9e-1581%22	https://visualgo.net/img/png/list.png	C:/My%20Web%20Sites/end/visualgo.net/img/png/list.png	(from https://visualgo.net/en/list?mode=Queue)
22:17:07	341/341	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:08%20GMT	https://visualgo.net/en/ll	C:/My%20Web%20Sites/end/visualgo.net/en/ll	(from https://visualgo.net/en/list?mode=Queue)
22:17:08	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:08%20GMT	https://visualgo.net/en/list?mode=LL	C:/My%20Web%20Sites/end/visualgo.net/en/list81f0.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:08	353/353	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:09%20GMT	https://visualgo.net/en/stack	C:/My%20Web%20Sites/end/visualgo.net/en/stack	(from https://visualgo.net/en/list?mode=Queue)
22:17:08	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:09%20GMT	https://visualgo.net/en/list?mode=Stack	C:/My%20Web%20Sites/end/visualgo.net/en/listf308.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:08	353/353	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:09%20GMT	https://visualgo.net/en/queue	C:/My%20Web%20Sites/end/visualgo.net/en/queue	(from https://visualgo.net/en/list?mode=Queue)
22:17:08	345/345	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:09%20GMT	https://visualgo.net/en/dll	C:/My%20Web%20Sites/end/visualgo.net/en/dll	(from https://visualgo.net/en/list?mode=Queue)
22:17:09	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:09%20GMT	https://visualgo.net/en/list?mode=DLL	C:/My%20Web%20Sites/end/visualgo.net/en/list058a.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:09	353/353	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2015:17:10%20GMT	https://visualgo.net/en/deque	C:/My%20Web%20Sites/end/visualgo.net/en/deque	(from https://visualgo.net/en/list?mode=Queue)
22:17:09	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:10%20GMT	https://visualgo.net/en/list?mode=Deque	C:/My%20Web%20Sites/end/visualgo.net/en/list3a3f.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:09	16323/16323	---M--	200	added ('OK')	image/png	etag:%22609e5e9b-3fc3%22	https://visualgo.net/img/compactarray_illustration.png	C:/My%20Web%20Sites/end/visualgo.net/img/compactarray_illustration.png	(from https://visualgo.net/en/list?mode=Queue)
22:17:10	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:10%20GMT	https://visualgo.net/en/list?slide=2-2	C:/My%20Web%20Sites/end/visualgo.net/en/listec4c.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:10	7273/7273	---M--	200	added ('OK')	image/png	etag:%22609e5e9d-1c69%22	https://visualgo.net/img/ll_illustration.png	C:/My%20Web%20Sites/end/visualgo.net/img/ll_illustration.png	(from https://visualgo.net/en/list?mode=Queue)
22:17:10	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:11%20GMT	https://visualgo.net/en/list?slide=9-1	C:/My%20Web%20Sites/end/visualgo.net/en/listf3ec.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:10	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:11%20GMT	https://visualgo.net/en/list?slide=2-4	C:/My%20Web%20Sites/end/visualgo.net/en/listad01.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:11	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:11%20GMT	https://visualgo.net/en/list?slide=2-5	C:/My%20Web%20Sites/end/visualgo.net/en/listd82e.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:11	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:12%20GMT	https://visualgo.net/en/list?slide=3-8	C:/My%20Web%20Sites/end/visualgo.net/en/list1a24.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:11	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:12%20GMT	https://visualgo.net/en/list?slide=3-3	C:/My%20Web%20Sites/end/visualgo.net/en/liste0b3.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:12	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:12%20GMT	https://visualgo.net/en/list?slide=3-7	C:/My%20Web%20Sites/end/visualgo.net/en/list7ebc.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:12	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:12%20GMT	https://visualgo.net/en/list?slide=3-5	C:/My%20Web%20Sites/end/visualgo.net/en/liste090.html	(from https://visualgo.net/en/list?mode=Queue)
22:17:16	339656/339656	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2015:17:16%20GMT	https://visualgo.net/en/list?slide=3-15	C:/My%20Web%20Sites/end/visualgo.net/en/list05ba.html	(from https://visualgo.net/en/list?mode=Queue)
